OS,CVE,PO
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21984,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21989,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21990,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21992,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21994,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21999,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22000,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22001,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22012,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22013,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22014,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22019,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22024,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22026,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22027,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22031,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22034,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22035,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22038,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22043,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22045,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22047,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22049,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22050,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22715,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22718,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-23270,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-23285,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-23290,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-23291,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-23293,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-23294,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-23296,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-23299,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24454,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24459,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24474,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24479,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24481,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24486,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24487,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24488,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24491,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24492,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24494,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24496,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24497,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24499,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24500,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24504,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24507,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24508,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24521,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24527,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24528,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24530,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24533,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24541,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24542,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24544,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24545,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24546,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24547,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24549,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24550,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26786,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26787,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26788,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26789,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26790,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26791,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26792,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26793,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26794,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26795,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26796,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26797,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26798,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26801,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26802,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26803,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26809,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26810,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26903,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26914,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26916,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26917,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26918,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26919,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26923,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26925,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26926,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26927,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26929,Microsoft .NET Framework - 4.8 - C:\Windows\Microsoft.NET\Framework\v4.0.30319\ C:\Windows\Microsoft.NET\Framework64\v4.0.30319\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29103,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29104,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29105,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29113,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29115,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29128,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29129,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29130,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29131,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29132,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29137,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29139,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29141,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
