Задача,IP-адрес,CVE,FQDN,Операционная система,Сервис/ПО,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичности
Эталонный образ RUS,10.85.37.116,CVE-2021-34511,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419164,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34511,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34511,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34512,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419165,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34512,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34512,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34513,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419166,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34513,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34513,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34514,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419094,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34514,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34514,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34516,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419167,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34516,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34516,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34521,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419168,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34521,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34521,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34527,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419078,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34527,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34530,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419214,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34530,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34530,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34533,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419215,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34533,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34533,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34535,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419217,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34535,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34535,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34536,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419218,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34536,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34536,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-34537,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419219,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34537,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-34537,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36934,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419197,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36934,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36934,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36936,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419223,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36936,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36936,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36937,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419224,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36937,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36937,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36947,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419227,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36947,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36947,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36948,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419228,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36948,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36948,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36954,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419303,"0,0","8,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36954,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36954,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36955,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419304,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36955,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36955,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36957,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419495,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36957,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36957,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36963,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419309,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36963,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36963,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36964,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419310,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36964,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36964,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36965,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419311,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36965,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36965,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36966,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419312,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36966,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36966,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2021-36967,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419313,"0,0","8,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-36967,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-36967,,,,1,"0,9","7,2",Kритический
