Код,Задача,IP-адрес,FQDN,OS,CVE,PO,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичночти
86,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,418223,"0,0","0,0",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-16937,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-16937,,,,1,"0,9",0,Низкий
104,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,418223,"0,0","0,0",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-16937,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-16937,,,,1,"0,9",0,Низкий
97,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,418560,"0,0","7,5",Высокий уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-24111,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-24111,,,,1,"0,9","6,75",Высокий
294,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2461",Microsoft .NET Framework - 3.5,419895,"0,0","8,8",Высокий уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0789,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0789,,,,"0,6","0,9","4,752",Средний
107,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2798,Microsoft .NET Framework - 3.5,419896,"0,0","9,6",Критический уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0790,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0790,,,,"0,6","0,9","5,184",Высокий
131,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2840,Microsoft .NET Framework - 3.5,419897,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0791,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0791,,,,"0,6","0,9","4,752",Средний
517,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2461",Microsoft .NET Framework - 3.5,419898,"0,0","6,5",Средний уровень,Чтение за пределами границ,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0792,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0792,,,,"0,6","0,9","3,51",Средний
132,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,419899,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0793,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0793,,,,"0,6","0,9","4,752",Средний
133,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,419900,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0794,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0794,,,,"0,6","0,9","4,752",Средний
342,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,419901,"0,0","8,8",Высокий уровень,Смешение типов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0795,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0795,,,,"0,6","0,9","4,752",Средний
134,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,419902,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0796,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0796,,,,"0,6","0,9","4,752",Средний
119,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,419903,"0,0","8,8",Высокий уровень,Доступ к памяти за пределами границ,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0797,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0797,,,,"0,6","0,9","4,752",Средний
135,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,419904,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0798,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0798,,,,"0,6","0,9","4,752",Средний
293,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,419905,"0,0","8,8",Высокий уровень,Некорректное применение политик (установщик),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0799,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0799,,,,"0,6","0,9","4,752",Средний
295,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,419906,"0,0","8,8",Высокий уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0800,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0800,,,,"0,6","0,9","4,752",Средний
440,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2462",Microsoft .NET Framework - 3.5,419907,"0,0","6,1",Средний уровень,Некорректная реализация (обработчик HTML),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0801,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0801,,,,"0,6","0,9","3,294",Средний
448,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2882,Microsoft .NET Framework - 3.5,419908,"0,0","6,5",Средний уровень,Некорректная реализация (полноэкранный режим),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0802,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0802,,,,"0,6","0,9","3,51",Средний
455,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2924,Microsoft .NET Framework - 3.5,419909,"0,0","6,5",Средний уровень,Некорректная реализация (разрешения),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0803,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0803,,,,"0,6","0,9","3,51",Средний
449,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2462",Microsoft .NET Framework - 3.5,419910,"0,0","6,5",Средний уровень,Некорректная реализация (полноэкранный режим),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0804,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0804,,,,"0,6","0,9","3,51",Средний
136,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,419911,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0805,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0805,,,,"0,6","0,9","4,752",Средний
515,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,419912,"0,0","6,5",Средний уровень,Утечка данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0806,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0806,,,,"0,6","0,9","3,51",Средний
464,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,419913,"0,0","6,5",Средний уровень,Некорректная реализация автозаполнения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0807,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0807,,,,"0,6","0,9","3,51",Средний
137,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,419914,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0808,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0808,,,,"0,6","0,9","4,752",Средний
120,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,419915,"0,0","8,8",Высокий уровень,Доступ к памяти за пределами границ,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0809,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0809,,,,"0,6","0,9","4,752",Средний
138,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,419916,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0971,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0971,,,,"0,6","0,9","4,752",Средний
139,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,419917,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-0972,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0972,,,,"0,6","0,9","4,752",Средний
